0,awww that s a bummer you shoulda got david carr of third day to do it d,0
1,is upset that he can t update his facebook by texting it and might cry as a result school today also blah,0
2,i dived many times for the ball managed to save the rest go out of bounds,0
3,my whole body feels itchy and like its on fire,0
4,no it s not behaving at all i m mad why am i here because i can t see you all over there,0
5,not the whole crew,0
6,need a hug,0
7,hey long time no see yes rains a bit only a bit lol i m fine thanks how s you,0
8,k nope they didn t have it,0
9,que me muera,0
10,spring break in plain city it s snowing,0
11,i just re pierced my ears,0
12,i couldn t bear to watch it and i thought the ua loss was embarrassing,0
13,it it counts idk why i did either you never talk to me anymore,0
14,i would ve been the first but i didn t have a gun not really though zac snyder s just a doucheclown,0
15,i wish i got to watch it with you i miss you and how was the premiere,0
16,hollis death scene will hurt me severely to watch on film wry is directors cut not out now,0
17,about to file taxes,0
18,ahh ive always wanted to see rent love the soundtrack,0
19,oh dear were you drinking out of the forgotten table drinks,0
20,i was out most of the day so didn t get much done,0
21,one of my friend called me and asked to meet with her at mid valley today but i ve no time sigh,0
22,barista i baked you a cake but i ated it,0
23,this week is not going as i had hoped,0
24,blagh class at tomorrow,0
25,i hate when i have to call and wake people up,0
26,just going to cry myself to sleep after watching marley and me,0
27,im sad now miss lilly,0
28,ooooh lol that leslie and ok i won t do it again so leslie won t get mad again,0
29,meh almost lover is the exception this track gets me depressed every time,0
30,some hacked my account on aim now i have to make a new one,0
31,i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though,0
32,thought sleeping in was an option tomorrow but realizing that it now is not evaluations in the morning and work in the afternoon,0
33,awe i love you too am here i miss you,0
34,i cry my asian eyes to sleep at night,0
35,ok i m sick and spent an hour sitting in the shower cause i was too sick to stand and held back the puke like a champ bed now,0
36,ill tell ya the story later not a good day and ill be workin for like three more hours,0
37,sorry bed time came here gmt,0
38,i don t either its depressing i don t think i even want to know about the kids in suitcases,0
39,bed class work gym or then class another day that s gonna fly by i miss my girlfriend,0
40,really don t feel like getting up today but got to study to for tomorrows practical exam,0
41,he s the reason for the teardrops on my guitar the only one who has enough of me to break my heart,0
42,sad sad sad i don t know why but i hate this feeling i wanna sleep and i still can t,0
43,awww i soo wish i was there to see you finally comfortable im sad that i missed it,0
44,falling asleep just heard about that tracy girl s body being found how sad my heart breaks for that family,0
45,yay i m happy for you with your job but that also means less time for me and you,0
46,just checked my user timeline on my blackberry it looks like the twanking is still happening are ppl still having probs w bgs and uids,0
47,oh man was ironing s fave top to wear to a meeting burnt it,0
48,is strangely sad about lilo and samro breaking up,0
49,oh i m so sorry i didn t think about that before retweeting,0
50,broadband plan a massive broken promise via www diigo com tautao still waiting for broadband we are,0
51,wow tons of replies from you may have to unfollow so i can see my friends tweets you re scrolling the feed a lot,0
52,our duck and chicken are taking wayyy too long to hatch,0
53,put vacation photos online a few yrs ago pc crashed and now i forget the name of the site,0
54,i need a hug,0
55,not sure what they are only that they are pos as much as i want to i dont think can trade away company assets sorry andy,0
56,i hate when that happens,0
57,i have a sad feeling that dallas is not going to show up i gotta say though you d think more shows would use music from the game mmm,0
58,ugh degrees tomorrow,0
59,where did u move to i thought u were already in sd hmmm random u found me glad to hear yer doing well,0
60,i miss my ps it s out of commission wutcha playing have you copped blood on the sand,0
61,just leaving the parking lot of work,0
62,the life is cool but not for me,0
63,sadly though i ve never gotten to experience the post coitus cigarette before and now i never will,0
64,i had such a nice day too bad the rain comes in tomorrow at am,0
65,too bad i won t be around i lost my job and can t even pay my phone bill lmao aw shucks,0
66,damm back to school tomorrow,0
67,mo jobs no money how in the hell is min wage here f n clams an hour,0
68,not forever see you soon,0
69,algonquin agreed i saw the failwhale allllll day today,0
70,oh haha dude i dont really look at em unless someone says hey i added you sorry i m so terrible at that i need a pop up,0
71,i m sure you re right i need to start working out with you and the nikster or jared at least,0
72,i really hate how people diss my bands trace is clearly not ugly,0
73,gym attire today was puma singlet adidas shorts and black business socks and leather shoes lucky did not run into any cute girls,0
74,why won t you show my location,0
75,no picnic my phone smells like citrus,0
76,my donkey is sensitive about such comments nevertheless he d and me d be glad to see your mug asap charger is still awol,0
77,no new csi tonight fml,0
78,i think my arms are sore from tennis,0
79,wonders why someone that u like so much can make you so unhappy in a split seccond depressed,0
80,sleep soon i just hate saying bye and see you tomorrow for the night,0
81,just got ur newsletter those fares really are unbelievable shame i already booked and paid for mine,0
82,missin the boo,0
83,me too itm,0
84,damn i don t have any chalk my chalkboard is useless,0
85,had a blast at the getty villa but hates that she s had a sore throat all day it s just getting worse too,0
86,hey missed ya at the meeting sup mama,0
87,my tummy hurts i wonder if the hypnosis has anything to do with it if so it s working i get it stop smoking,0
88,why is it always the fat ones,0
89,sorry babe my fam annoys me too thankfully they re asleep right now muahaha evil laugh,0
90,i should have paid more attention when we covered photoshop in my webpage design class in undergrad,0
91,wednesday my b day don t know what do,0
92,poor cameron the hills,0
93,pray for me please the ex is threatening to start sh at my our babies st birthday party what a jerk and i still have a headache,0
94,hmm do u really enjoy being with him if the problems are too constants u should think things more find someone ulike,0
95,strider is a sick little puppy,0
96,so rylee grace wana go steve s party or not sadly since its easter i wnt b able do much but ohh well,0
97,hey i actually won one of my bracket pools too bad it wasn t the one for money,0
98,you don t follow me either and i work for you,0
99,a bad nite for the favorite teams astros and spartans lose the nite out with t w was good,0
100,body of missing northern calif girl found police have found the remains of a missing northern california girl,0
101,i hope they will increase the capacity fast yesterday was such a pain got the fail whale times in hours,0
102,behind on my classes for work,0
103,watching house,0
104,remember my bum leg strikes back this time its serious,0
105,cool i will their are all kinds of complaints about this laptop online about overheating but no recalls,0
106,emily will be glad when mommy is done training at her new job she misses her,0
107,would rather the first party send bad messages than the rd party send mixed ones sophmore year all over again,0
108,it s overrated,0
109,q i know i heard it this afternoon and wondered the same thing moscow is so behind the times,0
110,laying in bed with no voice,0
111,i m sooo sad they killed off kutner on house whyyyyyyyy,0
112,sorry tell them mea culpa from me and that i really am sorry,0
113,it didn t make any sense to me the suicide thing i refuse to believe that that is actually what happened,0
114,hope your ok,0
115,damn the grind is inspirational and saddening at the same time don t want you to stop cuz i like what u do much love,0
116,yeah aw but i know i wudnt stand a chance,0
117,ugh cant sleep its am,0
118,hanging in crooners wanna sing can t sucks,0
119,sc aaw i miss ya all too im leaving to bh tomorrow morning i think aww i wanna go to the beach w u girls,0
120,is pissed off that there s no asba s for a radio station,0
121,wednesday my b day n don t know what do,0
122,i know my life has been flipped upside down when i just thought in my head that some ramen sounds good,0
123,i am in pain my back and sides hurt not to mention crying is made of fail,0
124,late night snack glass of oj b c i m down with the sickness then back to sleep ugh i hate getting sick,0
125,but but but i m not a big fan on camilla belle,0
126,wah i can t see clip must be el stupido work filters can t wait till i get a puter something else blame ex he broke mine,0
127,this week just seems to get longer and longer in terms of how much i need to do and how much i m actually going to get done,0
128,i m so cold,0
129,ehhh don t weather s gonna take a turn for the ugly tomorrow,0
130,haha its so cooooold in the d and no but you should still go to the show they do some incredible stuff,0
131,hoping the tummy rumbles go away soon,0
132,no no notice they told me i d be working tomorrow and then i called the agency to follow up and they said it was over,0
133,almost bedtime,0
134,i m missing you babe but as long as your alive i m happy yawwwnn i m tired my love imma try to sleep hopefully you had a headstart,0
135,agh snow,0
136,i miss kenny powers,0
137,thank you for letting people know but now i m sad that the direct message i got wasn t actually from bridget,0
138,and india missed out its th test victory n th consecutive win without a loss,0
139,i guess that s a no then,0
140,sadly is going to bed,0
141,shame to hear this stephan,0
142,hey i m leavin in the morning,0
143,was intending to finish editing my page novel manuscript tonight but that will probably not happen and only pages are left,0
144,laid around too much today now my head hurts,0
145,i still haven t read the th th princess diaries saving francesca made me cry at the end hmm those are easy books,0
146,my nokia died,0
147,my mom might have breast cancer won t find out anything for like a week i m so worried,0
148,going to sleep hoping tomorrow is a better day,0
149,lol wish they understood daylight savings has ended though and breakfast is an hour later they keep waking the kids up too,0
150,that is lame,0
151,i don t understand i really don t,0
152,heroes just isn t doing it for me this season,0
153,living not downtown sure isn t much fun,0
154,not calorie wise i wish junk food was calorie free i ate a thing of sour skittles and a big ass cherry coke,0
155,man work is hard,0
156,getting sick time for some hot tea studying and then sleeeep,0
157,getting eyebrows waxed more pain,0
